source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
0,8,PSAP,GPR37,1.2868748,0.086,1.6472522,0.08838421,0.5435285469746549,0.021557625,0.92739224,0.6077414494927109,0.08727599654231273
8,6,CALM1,INSR,1.3232805,1.0,0.7819688,-0.04651408,-0.11425223405196888,0.017257838,0.8979618,1.0,0.08795628343952672
1,1,VWF,ITGB1,0.17128655,0.112,0.029298052,0.06579409,-0.01469507605257056,0.019057643,0.63009715,0.8634898841933585,0.08808564436385737
6,3,CNTN2,NRCAM,1.2826458,0.0,1.5335015,0.590555,0.7056690857665301,0.04720494,0.924946,0.0015566078246195348,0.08863899824186436
1,4,CALM1,ADCYAP1R1,1.7075435,0.0,0.779643,0.29399657,0.24264940472497826,0.022430083,0.8978253,0.0954697169408965,0.08863899824186436
1,1,PSAP,GPR37L1,1.2810705,0.0,1.0694283,0.14655352,0.05607828821095473,0.01771341,0.91143733,0.44300072310358984,0.08886711720035181
1,5,CALM1,GRM5,1.7075193,0.0,0.77948946,0.26341075,0.2775741519909211,0.01832215,0.89781624,0.1541203988609192,0.08886711720035181
6,4,CALM1,KCNQ5,1.3575807,0.929,0.7790074,0.07698618,-0.1362678627061459,0.024326956,0.89778787,1.0,0.08909549317142727
1,3,CNTN4,PTPRG,0.17163739,0.0,0.029443204,0.24552938,0.2672638925055041,0.05363854,0.63067293,0.013541516050027404,0.08929675515570201
4,8,PSAP,GPR37L1,1.3178065,0.0,0.77866054,0.13892335,0.0035070642598307167,0.012897296,0.8977674,1.0,0.08932413843423649
1,5,PSAP,GPR37L1,1.2804325,0.0,1.0668292,0.14576632,0.032595836848958504,0.01767036,0.9113391,0.5708586949985681,0.08978224890782478
0,4,CALM1,KCNQ5,1.3552244,0.879,0.7774707,0.075025536,0.23317488260775274,0.02427897,0.8976972,1.0,0.09001170150155398
6,2,PSAP,LRP1,1.2804277,0.0,1.0104642,0.14506903,0.25768729148495995,0.016320778,0.9091215,0.6133064417093227,0.09001170150155398
6,3,PSAP,GPR37L1,1.2795851,0.0,1.0069698,0.13729677,-0.01831741427034217,0.01667888,0.90897834,0.8824265156093286,0.09024143548897032
3,4,NRG3,ERBB3,0.17449048,0.987,0.029443525,-0.011648692,-0.3804473119074956,0.012988968,0.6306742,1.0,0.0905075300876822
5,1,CALM1,GRM3,1.5952237,0.266,0.7755049,-0.009623319,-0.2867433826352194,0.008655282,0.8975809,1.0,0.09070169743244133
6,2,RTN4,LINGO1,1.3188994,0.0,0.7747853,0.13135228,0.2664998484730177,0.016225202,0.89753824,0.6307118416681458,0.09093222517301834
5,8,PSAP,GPR37L1,1.3108507,0.0,0.7739437,0.13318136,0.11827142591915685,0.012819169,0.89748824,1.0,0.09139409874809817
2,5,CALM3,AQP1,1.2783372,0.0,1.2811176,0.39064085,0.5236113129353267,0.034595363,0.9184609,0.009288015356063672,0.09139409874809817
2,6,CALM3,PDE1C,1.2779298,0.0,1.2795913,0.4294322,0.5987683321620714,0.037726924,0.91841626,0.009288015356063672,0.09162543186344
3,3,SPARC,FGFR1,0.17503828,1.0,0.029497763,-0.11346863,-0.5963856090424647,0.0078009386,0.6308885,1.0,0.09171796920637393
3,4,CALM1,PDE1C,1.7635359,0.0,0.7731109,0.19586796,-0.14050316826035875,0.011980262,0.8974387,1.0,0.09185703324588498
3,0,GNAS,ADCY1,1.561203,0.0,0.7729549,0.20789185,0.29768246458990966,0.009484531,0.8974294,0.29817587193814893,0.09232105304514611
3,5,FGF2,FGFR1,0.1728488,0.0,0.029639078,0.1778959,0.17248409199938772,0.037867934,0.6314448,0.09075769904305218,0.09292807255835328
5,5,RTN4,CNTNAP1,1.2763965,0.005,0.8096305,0.15964864,0.12292003969182547,0.02013142,0.89954346,0.2795457800378536,0.09348578461250617
4,4,CALM1,PDE1C,1.756264,0.0,0.76969564,0.18981647,-0.1295429376356893,0.011927338,0.8972348,1.0,0.09348578461250617
3,6,CALM3,INSR,1.3039979,0.0,0.76890093,0.47300637,0.527925226371879,0.032286655,0.8971872,0.009288015356063672,0.09371952882205503
6,5,PSAP,LRP1,1.2761242,0.001,0.9926176,0.13956143,0.11818505856166173,0.016032524,0.9083827,0.6752673297864181,0.09371952882205503
4,6,CALM3,INSR,1.3023217,0.0,0.767765,0.4716611,0.5374922552410584,0.032238953,0.8971189,0.009288015356063672,0.09395355316770795
4,4,OLFM2,ROBO2,0.17344406,0.0,0.029681914,0.18775052,0.09548107494028557,0.033191428,0.63161284,0.29132969472265935,0.09413784019019626
4,0,GNAS,ADCY1,1.551582,0.0,0.76773864,0.20051074,0.291778951619333,0.009420525,0.8971174,0.34392139495262825,0.09418783215615742
8,5,PSAP,SORT1,1.2755115,0.997,1.5521284,-0.08562577,-0.1433110443320531,0.012345978,0.925364,1.0,0.09442239112342103
4,4,SEMA6A,PLXNA2,0.17322832,0.65,0.029694982,0.014385581,-0.23028215209911043,0.013192996,0.63166404,1.0,0.09534727214847895
3,1,RSPO2,ZNRF3,0.17359129,0.0,0.029751249,0.26822516,0.27629843066246496,0.0576518,0.6318842,0.01084187312262186,0.09655636847977735
3,8,PSAP,GPR37L1,1.2885264,0.0,0.7588054,0.11475057,-0.03311509718776895,0.012568426,0.896576,1.0,0.09725780871552658
1,2,CALM1,PTPRA,1.7041523,0.0,0.75814927,0.104626074,0.035192657139177685,0.008886635,0.8965359,1.0,0.09749582069444733
2,1,CALM1,GRM3,1.5613714,0.555,0.75755656,-0.03778872,-0.2326690769869803,0.008454964,0.8964996,1.0,0.09773411155059486
3,4,SLIT2,PLXNA1,0.17531765,0.0,0.029776307,0.26400357,0.201233964722679,0.054907154,0.63198215,0.053577870845541116,0.09776512923066753
1,2,RTN4,LINGO1,1.2918628,0.001,0.75657874,0.10878369,0.17106416894698323,0.01584393,0.8964397,0.7124578675314301,0.09797265532759
6,3,RGMA,BMPR1B,0.17427653,0.0,0.029936036,0.16054484,0.20179800731338884,0.033882286,0.63260406,0.08834229078541268,0.09897355444772551
3,1,CALM1,INSR,1.7604057,0.0,0.7525,0.27190596,0.1601888412036181,0.01660747,0.89618844,0.5698393047259659,0.09964993677142875
8,4,CALM1,KCNQ5,1.3168893,1.0,0.752471,0.043130606,-0.10438339182039949,0.023498274,0.89618665,1.0,0.09989060400027883
3,5,VCAN,CD44,0.17626074,0.942,0.030076198,-0.026577458,-0.3178444130400528,0.013293963,0.63314676,1.0,0.10018164417752737
1,3,CALM3,RYR2,1.2634557,0.0,0.9759717,0.50204283,0.4548323931843372,0.037904173,0.9076765,0.009288015356063672,0.10085594830528308
5,5,GNAS,ADORA1,1.2883605,0.0,0.74923694,0.23189715,0.15888103282923854,0.025953345,0.89598614,0.11494394694972286,0.10109793966595634
4,1,CALM1,INSR,1.7531338,0.0,0.7491758,0.26585448,0.17114907182828754,0.016534107,0.8959823,0.5790631349499039,0.101340208722482
3,1,TNFSF12,TNFRSF25,0.18044645,0.0,0.030221505,0.18749605,0.1639339724345195,0.034396183,0.6337063,0.10601775100336337,0.10138939846664913
1,2,PSAP,LRP1,1.2622503,0.004,0.9927481,0.13006267,0.17024319877913707,0.016034633,0.9083882,0.6741110503772197,0.10182551380579441
4,5,RTN4,LINGO1,1.345597,0.0,0.74637896,0.14609583,-0.0015973854816832556,0.015630329,0.8958079,0.7797613221043098,0.10206857598432931
1,3,PSAP,GPR37L1,1.2614076,0.001,0.98931485,0.12229042,-0.10576150697616504,0.016386455,0.90824395,1.0,0.10206857598432931
