source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
3,8,CALM1,AQP1,2.194146,0.0,3.1256964,0.430592,0.6457152548819376,0.020906057,0.94581586,0.010915042401938736,1.8765542761202938e-07
3,0,CALM1,AQP1,2.18937,0.0,3.0923254,0.42651138,0.7610148341087655,0.020682855,0.9455402,0.011594010238475406,7.505494414739994e-07
3,6,CALM1,AQP1,2.1870177,0.0,3.0758898,0.42450166,0.5594951181428367,0.020572927,0.9454028,0.011970690277542448,1.688573638124733e-06
4,8,CALM1,AQP1,2.1019084,0.0,2.9606483,0.36188683,0.43559989829151635,0.01980214,0.9444089,0.03231414559687232,6.752343290197746e-06
4,0,CALM1,AQP1,2.0971324,0.0,2.9290395,0.3578062,0.5508994775183442,0.019590724,0.9441264,0.03283238052490007,9.189803654384436e-06
4,6,CALM1,AQP1,2.0947802,0.0,2.9134717,0.3557965,0.34937976155241546,0.0194866,0.9439857,0.10036158467776983,1.2001853242068658e-05
1,8,CALM1,AQP1,2.0238645,0.033,2.8209975,0.303754,0.29573769047316456,0.018868092,0.9431268,0.17831241485528102,3.673442636155637e-05
3,2,CALM1,AQP1,2.1303396,0.0,2.6798701,0.37607646,0.6237755348291303,0.01792417,0.9417346,0.024636210202169655,3.673442636155637e-05
1,0,CALM1,AQP1,2.0190885,0.044,2.7908795,0.29967338,0.41103726969999244,0.01866665,0.94283825,0.19120016294317432,4.2165558263312396e-05
1,6,CALM1,AQP1,2.0167363,0.046,2.7760463,0.29766366,0.20951755373406367,0.018567437,0.9426945,0.19814239963640906,4.7970411253526205e-05
4,2,CALM1,AQP1,2.0381024,0.001,2.5383632,0.3073713,0.41366017823870904,0.016977707,0.94022834,0.07040102799076133,9.90594528924202e-05
3,5,CALM1,AQP1,2.10819,0.0,2.5251071,0.3571521,0.39396911942674095,0.016889045,0.94008106,0.05590052724609255,0.00010785017146224996
1,2,CALM1,AQP1,1.9600582,0.116,2.418631,0.24923846,0.27379797042035725,0.016176885,0.9388561,0.4111196638541281,0.000157392760617187
3,1,CALM1,GRM5,2.0910182,0.0,2.4051228,0.8275758,1.001992461900136,0.042209838,0.93869513,0.0003181939175973937,0.00016841832527543282
4,5,CALM1,AQP1,2.0159528,0.0,2.3917723,0.28844693,0.1838537628363197,0.015997242,0.9385348,0.4342395864244174,0.00017981598496958517
1,3,GNAS,ADCY1,1.9521885,0.0,3.005222,0.81391674,0.9236815291735897,0.0404719,0.94479984,0.00044699313676835437,0.0001915856312961173
4,1,CALM1,GRM5,1.9987808,0.0,2.2781236,0.7588706,0.7918771053097147,0.039981004,0.93711555,0.0004939378657443373,0.00021624045023221412
1,5,CALM1,AQP1,1.9379088,0.104,2.2789547,0.23031412,0.04399155501796792,0.015242668,0.9371263,0.5521311998978787,0.00025600986829103973
3,7,CALM1,AQP1,2.06617,0.0,2.231503,0.32125026,0.8517383367716038,0.01492529,0.9365035,0.05575450527191711,0.00025600986829103973
2,8,CALM1,AQP1,1.9212666,0.005,2.6374106,0.22733182,0.2882912636654973,0.017640183,0.9412949,0.2523556021429552,0.00032971751056644897
1,1,CALM1,GRM5,1.9207368,0.016,2.170667,0.7007378,0.6520148974913629,0.03809514,0.93567675,0.02215803984195415,0.0003617968327379259
2,0,CALM1,AQP1,1.9164906,0.015,2.6092527,0.2232512,0.40359084289232516,0.017451849,0.94099766,0.26779314854680963,0.00039535851498470186
2,6,CALM1,AQP1,1.9141383,0.007,2.5953846,0.22124149,0.2020711269263964,0.017359093,0.94084954,0.28634078183248457,0.00041269495117959604
5,8,CALM1,AQP1,1.9136939,0.0,2.6238601,0.22169098,0.23061037575778598,0.017549552,0.94115245,0.26824057992106937,0.00043040163955079217
4,7,CALM1,AQP1,1.9739325,0.0,2.1136715,0.2525451,0.6416229801811826,0.01413718,0.9348714,0.14039387371970055,0.00050492874672806
5,0,CALM1,AQP1,1.9089179,0.0,2.595847,0.21761036,0.34590995498461385,0.017362185,0.9408545,0.28538272066651643,0.00050492874672806
1,4,GNAS,ADCY1,1.9075044,0.0,2.750535,0.75894153,0.7866488064825662,0.03704198,0.9424446,0.0010573619908292023,0.0005444109948828103
5,6,CALM1,AQP1,1.9065657,0.0,2.58205,0.21560065,0.14439023901868508,0.017269906,0.940706,0.2944187399334282,0.0005647063471470235
3,4,CALM1,AQP1,2.0396037,0.0,2.0458803,0.29855233,0.10211519538534786,0.013683762,0.93387187,0.5964559637732799,0.0006278084745692286
1,7,CALM1,AQP1,1.8958884,0.142,2.0139718,0.19441226,0.5017607723628308,0.013470343,0.93338484,0.9019503270447937,0.0007403584363163639
3,3,CALM1,GRM5,2.031941,0.0,1.9923387,0.7251842,0.9708939690747026,0.034965485,0.9330483,0.00180994915771156,0.0008123114932355449
4,4,CALM1,AQP1,1.9473665,0.0,1.9378505,0.22984716,-0.10800016120507339,0.01296121,0.93217695,1.0,0.0008621213410690953
4,3,CALM1,GRM5,1.9397036,0.0,1.887136,0.656479,0.7607786124842814,0.03311918,0.93133384,0.002835924433051557,0.0009661558779390656
3,4,CALM1,RYR2,2.0152311,0.0,1.8755833,0.6000186,0.7754735540089911,0.03109205,0.93113726,0.004952420181060567,0.0010203788325190578
2,2,CALM1,AQP1,1.8574605,0.094,2.2612298,0.17281628,0.26635154361269,0.015124115,0.93689585,0.5733595058750418,0.0012519549898140857
3,3,CALM1,AQP1,2.011489,0.0,1.849437,0.2745312,0.11098693797002135,0.012369861,0.9306858,0.749062429421644,0.0012519549898140857
1,4,CALM1,AQP1,1.8693224,0.173,1.846444,0.17171434,-0.24786236902342518,0.012349843,0.93063354,1.0,0.0012825522089524675
3,3,COL6A1,ITGA6,0.15364541,0.167,0.023569226,0.053702857,-0.11843311121163139,0.019185241,0.60250777,1.0,0.0012994513060609761
5,2,CALM1,AQP1,1.8498878,0.038,2.249612,0.16717544,0.20867065570497867,0.015046411,0.93674344,0.5541831959046776,0.0013135157777405385
1,3,CALM1,GRM5,1.8616595,0.004,1.7981217,0.59834623,0.6209164046659296,0.031556983,0.9297727,0.008121319631308284,0.0015405092261571464
2,5,CALM1,AQP1,1.8353109,0.054,2.1306431,0.15389194,0.03654512821030065,0.014250695,0.9351144,0.7330897193114597,0.0016432766231150517
3,4,CALM1,GRM3,2.0014484,0.0,1.7792814,0.5193163,0.6584121222171662,0.031307667,0.92942804,0.004625348594972553,0.0017136141878175061
4,4,CALM1,RYR2,1.9229937,0.0,1.7765458,0.5313134,0.5653581974185699,0.029450275,0.92937756,0.007604209129061062,0.0017854115141381255
5,5,CALM1,AQP1,1.8277383,0.0,2.1196966,0.1482511,-0.02113575969741066,0.014177479,0.934958,0.7467752122053173,0.0019333819827210023
4,3,CALM1,AQP1,1.9192517,0.0,1.75178,0.20582601,-0.0991284186203999,0.011716687,0.92891544,1.0,0.001971285595833991
2,1,CALM1,GRM5,1.818139,0.002,2.0294025,0.6243156,0.6445684706836956,0.03561596,0.93362176,0.005083371501400931,0.002009553390526834
3,3,GNAS,ADCY1,1.8170915,0.0,2.7202983,0.71415114,0.909409261869032,0.036634777,0.94214404,0.001156463370591891,0.002087181091037974
1,4,CALM1,RYR2,1.8449497,0.009,1.6927478,0.4731806,0.42549598960021806,0.028061137,0.9277753,0.014339084113583072,0.002206351293565423
5,1,CALM1,GRM5,1.8105663,0.0,2.018976,0.61867476,0.5868875827759843,0.035432972,0.93346196,0.001624033381223048,0.0022876159317164026
3,3,CALM1,RYR2,1.9882792,0.0,1.6872656,0.5612726,0.7998067791463837,0.027970256,0.92766654,0.00793538469035902,0.0022876159317164026
4,4,CALM1,GRM3,1.9092112,0.0,1.685329,0.4506111,0.4482967656267449,0.02965451,0.92762804,0.007273191629515896,0.0023287930097802938
1,3,CALM1,AQP1,1.8412076,0.224,1.6691502,0.14769319,-0.23899062643875169,0.011164023,0.92730355,1.0,0.0025834805953533326
2,7,CALM1,AQP1,1.7932906,0.106,1.882905,0.11799008,0.4943143455551635,0.012593711,0.931262,0.9634175937047428,0.0027157206390054475
3,1,CALM1,VIPR1,1.9803927,0.0,1.6321603,1.3317276,1.164555165387748,0.08147848,0.9265446,0.0001631662806624436,0.0027605248750020976
5,7,CALM1,AQP1,1.785718,0.011,1.873231,0.11234924,0.4366334576474522,0.012529007,0.931097,1.0,0.0029899774563904957
4,3,GNAS,ADCY1,1.7830032,0.0,2.6484053,0.6889783,0.8095230888882888,0.035666574,0.94140977,0.0015020660008021845,0.0030842901909848325
3,4,GNAS,ADCY1,1.7724074,0.0,2.4897583,0.6591759,0.7723765391780085,0.03353005,0.9396827,0.0024732694543594664,0.003180048377931808
3,1,COL6A1,ITGAV_ITGB8,0.1607262,0.771,0.025658151,-0.11230215,-0.5993518696175086,0.0074686557,0.6126309,1.0,0.003247924738985711
3,1,COL6A1,ITGA9_ITGB1,0.1607262,0.057,0.025658151,0.36532295,0.09260511959625264,0.062357444,0.6126309,0.269766187223584,0.003247924738985711
1,4,CALM1,GRM3,1.831167,0.018,1.6058336,0.3924783,0.30843455780839313,0.028255736,0.9259893,0.024766626532624826,0.0033263936663459276
3,4,CALM1,GRM5,1.9764179,0.0,1.6043881,0.62895274,0.8583371225444942,0.028156964,0.9259584,0.00793538469035902,0.003375897639970815
4,3,CALM1,RYR2,1.8960419,0.0,1.5981718,0.49256742,0.5896914225559624,0.026493324,0.92582524,0.00793538469035902,0.00347598698060642
2,4,CALM1,AQP1,1.7667246,0.15,1.7262797,0.09529214,-0.25530879583109245,0.011546131,0.9284298,1.0,0.003526572121507347
4,4,PSAP,SORT1,1.7642527,0.0,2.7127132,0.4254563,0.32416213891859735,0.02193181,0.9420679,0.07273883166019442,0.003680490076212244
5,4,CALM1,AQP1,1.7591519,0.03,1.7174106,0.08965131,-0.31298968373880376,0.01148681,0.9282585,1.0,0.0038376492598924863
2,3,CALM1,GRM5,1.7590617,0.0,1.6811022,0.521924,0.6134699778582623,0.029503295,0.9275437,0.00756222601811402,0.003890754817941688
3,5,CALM1,PTPRA,1.9722376,0.0,1.5751793,0.44981956,0.6142212793485681,0.020535422,0.9253261,0.00793538469035902,0.0039442206919461445
1,1,RTN4,CNTNAP1,1.7564832,0.009,1.6240674,0.6192926,0.8606010595623008,0.034000948,0.92637527,0.014339084113583072,0.004052230204915422
1,3,RTN4,CNTNAP1,1.7547643,0.0,1.6138734,0.61646885,0.6655397988550156,0.03378753,0.9261602,0.002331470720042391,0.004161676931572101
3,3,CALM1,PTPRA,1.9698224,0.0,1.5583038,0.4468336,0.49623560375760356,0.020315418,0.92495316,0.013615638239105986,0.004161676931572101
5,3,CALM1,GRM5,1.751489,0.0,1.6724651,0.51628315,0.555789089950551,0.029351715,0.9273704,0.00773120778950171,0.004272560004687971
4,1,PSAP,SORT1,1.7495668,0.007,2.6423206,0.41239476,0.3919850148679036,0.0213627,0.9413463,0.08668562764339141,0.004328539537965113
2,4,CALM1,RYR2,1.7423518,0.0,1.5825859,0.39675844,0.4180495627925508,0.026234953,0.92548805,0.01895835230800972,0.004556045640607672
4,1,CALM1,VIPR1,1.8881553,0.0,1.5459764,1.2630224,0.9544398087973268,0.07717611,0.924677,0.00017068704857138453,0.004613818630508579
1,4,RTN4,CNTNAP1,1.7424669,0.001,1.5409439,0.59626585,0.599419769042483,0.0322607,0.9245634,0.0034654827539304474,0.004908052460225261
2,3,CALM1,AQP1,1.7386098,0.198,1.5605241,0.07127101,-0.24643705324641896,0.010437482,0.9250025,1.0,0.004967973154246196
4,4,GNAS,ADCY1,1.7383192,0.0,2.4239578,0.6340031,0.6724903661972653,0.0326439,0.93891925,0.0030953432593831655,0.005028250642025935
1,3,SEMA4D,PLXNB2,0.16127907,0.71,0.025850488,-0.086617514,-0.497090465559733,0.0099529615,0.6135167,1.0,0.005195553684322943
5,4,CALM1,RYR2,1.7347791,0.0,1.574455,0.39111757,0.3603686748848395,0.026100166,0.92531025,0.019893344216377385,0.005211228994760096
1,3,CALM1,RYR2,1.8179978,0.015,1.5227877,0.4344346,0.44982921473761067,0.02524366,0.92414904,0.026090431197690184,0.005211228994760096
5,3,CALM1,AQP1,1.7310371,0.044,1.5525064,0.065630175,-0.30411794115413027,0.010383857,0.92482364,1.0,0.005272935665150219
4,4,CALM1,GRM5,1.8841805,0.0,1.5196706,0.56024754,0.648221765954073,0.026670173,0.92407715,0.00793538469035902,0.005335000160739052
3,4,CALM1,PTPRA,1.9624994,0.0,1.5071367,0.4377796,0.4820788423416239,0.019648356,0.9237861,0.017329753823573848,0.005650671840220774
1,1,GNAS,ADCY1,1.7104537,0.024,1.6274008,0.51650804,0.5663794573276888,0.021916518,0.9264451,0.07331259209774173,0.005909624932861405
2,4,CALM1,GRM3,1.7285693,0.002,1.501328,0.31605613,0.30098813100072586,0.02641689,0.9236501,0.01785636292724845,0.005909624932861405
5,4,CALM1,GRM3,1.7209966,0.0,1.4936146,0.31041527,0.24330724309301455,0.026281167,0.92346823,0.035133735229519285,0.005975252909901552
4,5,CALM1,PTPRA,1.8800002,0.0,1.4920042,0.3811144,0.40410592275814683,0.019451076,0.92343014,0.04983772959218434,0.006041237570275158
4,3,CALM1,PTPRA,1.877585,0.0,1.4760197,0.37812844,0.2861202471671823,0.019242689,0.92304844,0.16063036851827409,0.006376492035436933
3,1,ICAM5,ITGAL,0.16424379,0.008,0.026459696,1.3898684,0.34383807439111225,0.16747627,0.6162746,0.0009607070673139942,0.006493504405998749
1,1,CALM1,VIPR1,1.8101113,0.003,1.4730542,1.2048897,0.814577600978975,0.07353579,0.922977,0.00039417949647922804,0.006513081039633549
3,3,CALM1,GRM3,1.9572403,0.0,1.4703903,0.46159455,0.5713134266478767,0.02587252,0.92291266,0.00793538469035902,0.0065819084918947515
4,3,PSAP,SORT1,1.6961561,0.0,2.3863122,0.36489135,0.2586750149427257,0.019292915,0.9384688,0.15815759307556607,0.0065819084918947515
3,2,CALM1,PTPRA,1.9569981,0.0,1.4686983,0.43097788,0.5775004255055299,0.019147241,0.92287165,0.010762118411691503,0.006651089912958883
1,4,CALM1,GRM5,1.8061365,0.007,1.4479892,0.5021147,0.5083595581357212,0.025412166,0.9223648,0.02453555980040198,0.007145290381703428
3,4,LGALS3BP,ITGB1,0.1642362,0.807,0.026830025,-0.04536679,-0.38500012005867246,0.010494769,0.61791664,1.0,0.00779107952858076
4,4,CALM1,PTPRA,1.870262,0.0,1.4275545,0.36907443,0.27196348575120266,0.018610852,0.9218543,0.19596801801586203,0.007806172120809874
2,3,CALM1,RYR2,1.7154,0.001,1.4236866,0.35801244,0.4423827879299434,0.023600835,0.92175657,0.04394640091825191,0.007881369515989469
1,5,CALM1,PTPRA,1.8019562,0.039,1.4216278,0.32298157,0.26424371493979504,0.01853359,0.92170435,0.2000903287139003,0.008032823888479802
5,3,CALM1,RYR2,1.7078273,0.0,1.4163721,0.35237157,0.3847019000222321,0.02347958,0.9215706,0.04593957370859451,0.008262650854764027
1,3,CALM1,PTPRA,1.799541,0.042,1.4063973,0.3199956,0.14625803934883053,0.018335031,0.92131484,0.21284814025619597,0.00841763051383334
0,8,CALM1,AQP1,1.6624825,0.274,2.1743464,0.03457036,0.11977949890265882,0.014543002,0.93572766,0.6710886400000001,0.008574018768064597
4,3,CALM1,GRM3,1.865003,0.0,1.3927485,0.39288938,0.3611980700574554,0.024506355,0.9209606,0.03268163543268717,0.00881123985489628
3,4,PSAP,SORT1,1.6605992,0.0,2.478063,0.34828037,0.25388101446646605,0.020034708,0.93954915,0.1266213991985976,0.00881123985489628
4,2,CALM1,PTPRA,1.8647608,0.0,1.3911457,0.36227274,0.3673850689151087,0.018136196,0.9209187,0.07915906280424813,0.008891016561801236
0,0,CALM1,AQP1,1.6577065,0.325,2.1511323,0.030489748,0.2350790781294867,0.014387734,0.9354041,0.7006367871966563,0.009051626429447878
3,4,FGF2,FGFR1,0.1657457,0.503,0.02714753,0.0030671507,-0.2695882462957486,0.009123235,0.6193045,1.0,0.009088279629534613
0,6,CALM1,AQP1,1.6553543,0.341,2.1396992,0.028480032,0.033559362163557926,0.014311264,0.93524295,0.7176804445249829,0.009295174551653284
3,1,PSAP,SORT1,1.6459134,0.021,2.4137597,0.33521882,0.3217038904157723,0.019514825,0.9387982,0.14874643333959459,0.009791741569194441
2,1,CALM1,VIPR1,1.7075135,0.0,1.3771896,1.1284674,0.8071311741713078,0.06875018,0.92055076,0.00017068704857138453,0.009875729074753785
5,1,CALM1,VIPR1,1.6999408,0.0,1.370114,1.1228266,0.7494502862635964,0.068396956,0.9203622,0.00017068704857138453,0.010129794514194143
3,3,PSEN1,NCSTN,0.1648362,0.416,0.027166232,0.02970475,-0.19359232153292763,0.018024381,0.61938566,1.0,0.010385105285721266
1,4,CALM1,PTPRA,1.792218,0.044,1.3602182,0.3109416,0.13210127793285087,0.017732996,0.92009616,0.25246392805627876,0.010473445416267825
2,4,CALM1,GRM5,1.7035387,0.001,1.353756,0.42569256,0.5009131313280539,0.023758376,0.91992086,0.04164102113783194,0.010647369059339587
5,4,CALM1,GRM5,1.695966,0.0,1.3468006,0.4200517,0.44323224342034256,0.023636311,0.91973096,0.02960605623424383,0.010910870031796338
3,8,CALM1,PDE1C,1.9384549,0.0,1.3391325,0.42335856,0.7151579902186729,0.025361193,0.91951996,0.012079751778808925,0.011177513340334273
4,6,PSAP,SORT1,1.6178418,0.0,2.0109346,0.29523852,0.213288078950173,0.016258053,0.9333379,0.3958200281277213,0.011267090961866096
3,5,CALM1,PDE1C,1.9381196,0.0,1.3367909,0.42294052,0.5539578797799193,0.025316846,0.9194552,0.012189455729889262,0.011357017041975148
1,1,GNAS,VIPR1,1.658524,0.0,1.3314153,1.3329254,0.9470548110286733,0.08917863,0.91930586,8.217186212008665e-05,0.011537916486675622
6,8,CALM1,AQP1,1.6146445,0.588,2.0887456,-0.0010630861,-0.1167747787655784,0.013970465,0.9345093,1.0,0.011537916486675622
3,1,EFNA5,EPHA10,0.16530034,0.017,0.027249454,0.5804939,0.29102648725543445,0.10995848,0.61974615,0.023385005997768615,0.011681556028380934
2,5,CALM1,PTPRA,1.6993583,0.006,1.32911,0.24655938,0.25679728813212777,0.017327446,0.91924155,0.29116732172146487,0.011811875265703122
6,0,CALM1,AQP1,1.6098684,0.586,2.0664454,-0.0051436946,-0.0014751995387505268,0.013821311,0.93418,1.0,0.011811875265703122
6,6,CALM1,AQP1,1.6075162,0.624,2.0554624,-0.0071534105,-0.2029949155046793,0.013747851,0.93401605,1.0,0.011996252111634714
1,3,CALM1,GRM3,1.7869589,0.033,1.3270539,0.33475655,0.22133586223910362,0.023350416,0.919184,0.04961130628146022,0.01208896197584153
1,2,CALM1,PTPRA,1.7867167,0.066,1.3255267,0.3041399,0.2275228610967569,0.01728073,0.9191413,0.29409237860694376,0.012182021728162984
5,5,CALM1,PTPRA,1.6917857,0.0,1.3222814,0.24091855,0.19911640022441646,0.017238423,0.91905016,0.29736822983114686,0.012463277610269989
0,2,CALM1,AQP1,1.5986764,0.573,1.8642136,-0.019945184,0.09783977884985151,0.012468694,0.93094206,1.0,0.012652519409023632
1,5,GNAS,ADCY1,1.6560646,0.003,1.3173976,0.44959247,0.46569848963024474,0.017741645,0.91891235,0.11210472761482822,0.012747659395404074
3,6,CALM1,PDE1C,1.9351552,0.0,1.3160771,0.41924328,0.6073053134198231,0.024924558,0.918875,0.013380552629583447,0.012843146105927683
4,4,SEMA6A,PLXNA2,0.16965242,0.409,0.02874012,0.028872281,-0.1371009695038479,0.017350323,0.6260015,1.0,0.01297763191171537
2,3,CALM1,PTPRA,1.6969432,0.01,1.3148708,0.24357343,0.13881161254116325,0.017141812,0.9188408,0.3063497747539358,0.013035161751495262
3,3,PSAP,SORT1,1.5925027,0.0,2.1798959,0.28771544,0.1883938904905944,0.017624076,0.9358043,0.2610075426089229,0.013035161751495262
3,6,CALM1,PTPRA,1.9344654,0.0,1.3112571,0.4031188,0.508684248079578,0.0170947,0.9187381,0.01658056259861576,0.013423346548435184
4,5,PSAP,SORT1,1.5868843,0.0,1.8625479,0.2677047,0.15091566788576105,0.015058372,0.9309133,0.5869343771774799,0.013619513929627923
5,3,CALM1,PTPRA,1.6893705,0.0,1.3081152,0.2379326,0.08113072463345194,0.017053742,0.91864854,0.3145028028442511,0.01381706686201769
3,3,FGF2,FGFR3,0.17325898,0.902,0.029367588,-0.080684274,-0.4959237965327399,0.009265027,0.62852633,1.0,0.014273331945514361
0,5,CALM1,AQP1,1.5765269,0.757,1.7565548,-0.03886952,-0.13196663655253782,0.011748624,0.92900527,1.0,0.01441800994433657
5,3,GNAS,ADCY1,1.5759412,0.0,2.2117052,0.53606915,0.7004391243113092,0.029785456,0.93623805,0.007111795597806001,0.014621086287807618
3,1,GNAS,ADCY1,1.5753567,0.001,1.4731077,0.4167424,0.5521071900231311,0.019838624,0.9229783,0.07040102799076133,0.014825538678754767
2,3,GNAS,ADCY1,1.5696061,0.0,2.1983442,0.5313909,0.781494199700505,0.02960552,0.936057,0.007354912082273571,0.015342698284326814
3,4,SEMA6A,PLXNA2,0.1717602,0.404,0.029428039,0.03201802,-0.1793740203842694,0.01776562,0.62876636,1.0,0.015568658273105728
2,4,CALM1,PTPRA,1.6896201,0.012,1.2716968,0.23451942,0.1246548511251836,0.016578956,0.9175872,0.3642024923192626,0.016295246074767226
0,1,CALM1,GRM5,1.5593549,0.04,1.6730895,0.43155414,0.4760567059208571,0.029362673,0.92738295,0.049705142565659444,0.016402799917010432
4,8,CALM1,PDE1C,1.8462175,0.0,1.2684214,0.3546534,0.5050426336282516,0.02402203,0.91748965,0.03431162174771571,0.016510696580920185
4,5,CALM1,PDE1C,1.8458824,0.0,1.2662035,0.35423535,0.34384252318949804,0.023980023,0.9174234,0.03906740785990767,0.016727520745727944
5,4,CALM1,PTPRA,1.6820475,0.0,1.2651632,0.22887859,0.06697396321747229,0.016493779,0.91739225,0.3727011588734863,0.016836445233063022
3,3,FGF2,SDC3,0.1739613,0.939,0.029575113,-0.09092383,-0.45201026106837205,0.008848096,0.629348,1.0,0.01686360990397712
4,2,PSAP,SORT1,1.5517107,0.003,1.6939539,0.23642135,0.2815785189748743,0.01369532,0.92779917,0.22898833959204343,0.01705532126350586
6,2,CALM1,AQP1,1.5508382,0.726,1.7908223,-0.055578627,-0.1387144988183857,0.011977821,0.92963976,1.0,0.017165275430725557
4,8,PSAP,SORT1,1.5494779,0.0,1.6832516,0.23443568,0.13949330123892123,0.013608795,0.9275866,0.8698775776960206,0.017275568828707275
4,1,GNAS,ADCY1,1.5412685,0.01,1.4341758,0.39156964,0.45222101704238793,0.019314319,0.92202085,0.15733971454013068,0.017386204181138516
4,3,PSAP,LRP1,1.537732,0.0,1.6269509,0.49710268,0.5333147990419234,0.034674224,0.9264357,0.0019500348792607417,0.017608500315743847
3,1,RTN4,CNTNAP1,1.5374991,0.002,1.3841938,0.45339918,0.6497126654668466,0.028979035,0.9207361,0.008572864392855041,0.01772016376611748
4,0,PSAP,SORT1,1.5366721,0.0,1.6218702,0.22304603,0.30632738647305313,0.013112536,0.9263291,0.2689440604867823,0.017832165861141603
3,3,RTN4,CNTNAP1,1.5357802,0.0,1.3755054,0.45057538,0.45465140475956134,0.028797137,0.920506,0.00909050573302193,0.0179445093686053
0,7,CALM1,AQP1,1.5345066,0.875,1.5523133,-0.074771374,0.32580258079232505,0.010382566,0.92481935,1.0,0.01805719418010715
3,3,EFNA5,EPHA5,0.17471917,0.0,0.030200465,0.24125706,0.267120489403292,0.035869367,0.63178515,0.023391388044547434,0.018158185848824455
4,6,CALM1,PDE1C,1.8429178,0.0,1.2465835,0.3505381,0.39718995682940184,0.02360845,0.91682994,0.043711655477648506,0.018170223107467926
2,4,PSAP,SORT1,1.5333623,0.014,2.190025,0.2535456,0.2464185428529071,0.017705971,0.93594337,0.2553859338562039,0.018170223107467926
5,4,GNAS,ADCY1,1.5312572,0.0,2.0242674,0.48109394,0.5634064016202857,0.027261194,0.9335432,0.00793538469035902,0.018283590210639685
6,5,CALM1,AQP1,1.5286888,0.94,1.687402,-0.07450296,-0.36852091422077504,0.011286099,0.9276693,1.0,0.01839729829264252
2,4,GNAS,ADCY1,1.524922,0.0,2.0120387,0.4764157,0.6444614770094815,0.027096508,0.933355,0.00793538469035902,0.01851134724507498
3,4,RTN4,CNTNAP1,1.5234828,0.0,1.3133476,0.4303724,0.3885313749470288,0.02749582,0.9187976,0.01308043569723824,0.018740470291807067
4,6,CALM1,PTPRA,1.8422279,0.0,1.242018,0.33441362,0.2985688914891568,0.016192038,0.91668993,0.18750107022094384,0.018740470291807067
2,3,CALM1,GRM3,1.6843611,0.008,1.2406908,0.25833437,0.21388943543143635,0.0218308,0.9166491,0.07575953448968444,0.018970952572821616
2,2,CALM1,PTPRA,1.6841189,0.032,1.239263,0.22771771,0.22007643428908963,0.016156122,0.9166051,0.41448516926397727,0.019086707250686702
6,8,SPP1,CD44,1.519973,0.0,2.1716316,0.23514983,0.3941939929907554,0.026837496,0.9356901,0.018218202865106767,0.019086707250686702
2,1,PSAP,SORT1,1.5186764,0.124,2.1331959,0.24048406,0.31424141880221335,0.017246516,0.93515074,0.29671088113552574,0.019202799166818017
6,6,SPP1,CD44,1.5180311,0.0,2.1642818,0.23360357,0.2483477340862288,0.026746664,0.935588,0.03236881992286333,0.01931923119456338
3,6,PSAP,SORT1,1.5141884,0.0,1.8369887,0.2180626,0.14300695449804168,0.014851731,0.93046767,0.6119749074287668,0.019436003225521345
6,1,CALM1,GRM5,1.5115168,0.084,1.6072226,0.3959207,0.23950242825261986,0.02820671,0.9260189,0.11128504351928954,0.019553118176903608
5,3,CALM1,GRM3,1.6767884,0.0,1.2343165,0.25269353,0.15620854752372504,0.02171864,0.9164521,0.1261020162592732,0.019553118176903608
3,3,CALM1,KCNQ3,1.9233222,0.0,1.2333982,0.6519114,0.8967021962886721,0.04741228,0.9164236,0.00017068704857138453,0.019670569897846844
0,4,CALM1,AQP1,1.5079405,0.94,1.4231876,-0.09746931,-0.4238205605939309,0.009518915,0.9217439,1.0,0.019670569897846844
5,2,CALM1,PTPRA,1.6765462,0.002,1.2328961,0.22207688,0.16239554638137832,0.016073117,0.916408,0.4255659102347994,0.019788361296795606
6,4,PSAP,SORT1,1.5059799,0.0,2.1280372,0.2331581,0.12260152208450403,0.017204808,0.93507725,0.301335288720579,0.019788361296795606
0,3,CALM1,GRM5,1.5002776,0.001,1.3859421,0.32916257,0.4449582130954238,0.024323244,0.9207821,0.034475510167615624,0.01990649226534846
4,7,PSAP,SORT1,1.4962811,0.0,1.4282681,0.1871224,0.5642448710900971,0.011547296,0.9218723,0.14039387371970055,0.02002496575575792
1,1,FGF13,EGFR,0.17394593,0.124,0.030257188,0.32283056,0.1296508108512677,0.053722885,0.63200337,0.17652595514809255,0.020099348995651845
1,1,CORT,SSTR2,0.17394593,0.233,0.030257188,0.23081997,-0.013167232361602332,0.033743102,0.63200337,0.6906811828459252,0.020099348995651845
6,1,PSAP,SORT1,1.491294,0.102,2.0728164,0.22009656,0.19042439803381028,0.016758358,0.9342746,0.34875284062148665,0.02014377554706783
1,4,PSAP,SORT1,1.4899081,0.158,2.0916538,0.22119163,0.3373039421835715,0.016910655,0.93455184,0.3309394021464353,0.020262924582774754
8,8,CALM1,AQP1,1.4888442,1.0,1.8636405,-0.09476746,-0.23848512960596668,0.012464861,0.93093216,1.0,0.02050224304942392
6,7,CALM1,AQP1,1.4866685,0.979,1.491201,-0.11040482,0.08924830312408782,0.00997382,0.9234111,1.0,0.020742914114675107
8,0,CALM1,AQP1,1.4840682,0.995,1.8437437,-0.09884807,-0.12318555037913881,0.012331782,0.9305863,1.0,0.020863757755082018
