	soma_joinid	citation	collection_id	collection_name	collection_doi	collection_doi_label	dataset_id	dataset_version_id	dataset_title	dataset_h5ad_path	dataset_total_cell_count	doi	abstract	species	tissue	disease
469	469	Publication: https://doi.org/10.1038/s41467-021-23949-5 Dataset Version: https://datasets.cellxgene.cziscience.com/def0f5d7-cf3f-41b5-becf-888d1d54938d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/13d1c580-4b17-4b2e-85c4-75b36917413f	13d1c580-4b17-4b2e-85c4-75b36917413f	Single cell derived mRNA signals across human kidney tumors	10.1038/s41467-021-23949-5	Young et al. (2021) Nat Commun	ea01c125-67a7-4bd3-a8b0-e1b53a011b7e	def0f5d7-cf3f-41b5-becf-888d1d54938d	wilms	ea01c125-67a7-4bd3-a8b0-e1b53a011b7e.h5ad	4636	https://doi.org/10.1038/s41467-021-23949-5	"Abstract Tumor cells may share some patterns of gene expression with their cell of origin, providing clues into the differentiation state and origin of cancer. Here, we study the differentiation state and cellular origin of 1300 childhood and adult kidney tumors. Using single cell mRNA reference maps of normal tissues, we quantify reference ""cellular signals"" in each tumor. Quantifying global differentiation, we find that childhood tumors exhibit fetal cellular signals, replacing the presumption of ""fetalness"" with a quantitative measure of immaturity. By contrast, in adult cancers our assessment refutes the suggestion of dedifferentiation towards a fetal state in most cases. We find an intimate connection between developmental mesenchymal populations and childhood renal tumors. We demonstrate the diagnostic potential of our approach with a case study of a cryptic renal tumor. Our findings provide a cellular definition of human renal tumors through an approach that is broadly applicable to human cancer."	human	kidney	cancer
472	472	Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/830d6c45-3b11-41e1-846f-ac863a848708.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc	b9fc3d70-5a72-4479-a046-c2cc1ab19efc	A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses	10.1016/j.isci.2021.103115	Jin et al. (2021) iScience	ae5341b8-60fb-4fac-86db-86e49ee66287	830d6c45-3b11-41e1-846f-ac863a848708	Individual Single-Cell RNA-seq PBMC Data from Guo et al.	ae5341b8-60fb-4fac-86db-86e49ee66287.h5ad	14783	https://doi.org/10.1016/j.isci.2021.103115		human	blood	covid19
474	474	Publication: https://doi.org/10.3389/fimmu.2023.1211505 Dataset Version: https://datasets.cellxgene.cziscience.com/e1eb418e-382d-45c7-9f03-73f4685e9027.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/f5af7a2f-ab4c-4728-829e-48efb9562105	f5af7a2f-ab4c-4728-829e-48efb9562105	Single cell RNA sequencing of paw skin from healthy and Col7a1 knockout (RDEB) mice	10.3389/fimmu.2023.1211505	Anderson-Crannage et al. (2023) Front. Immunol.	6beff4d6-98a8-4f49-8ba7-84d152494a23	e1eb418e-382d-45c7-9f03-73f4685e9027	keratinocyte	6beff4d6-98a8-4f49-8ba7-84d152494a23.h5ad	2642	https://doi.org/10.3389/fimmu.2023.1211505	Inflammation is known to play a critical role in all stages of tumorigenesis; however, less is known about how it predisposes the tissue microenvironment preceding tumor formation. Recessive dystrophic epidermolysis bullosa (RDEB), a skin-blistering disease secondary to COL7A1 mutations and associated with chronic wounding, inflammation, fibrosis, and cutaneous squamous cell carcinoma (cSCC), models this dynamic. Here, we used single-cell RNA sequencing (scRNAseq) to analyze gene expression patterns in skin cells from a mouse model of RDEB. We uncovered a complex landscape within the RDEB dermal microenvironment that exhibited altered metabolism, enhanced angiogenesis, hyperproliferative keratinocytes, infiltration and activation of immune cell populations, and inflammatory fibroblast priming. We demonstrated the presence of activated neutrophil and Langerhans cell subpopulations and elevated expression of PD-1 and PD-L1 in T cells and antigen-presenting cells, respectively. Unsupervised clustering within the fibroblast population further revealed two differentiation pathways in RDEB fibroblasts, one toward myofibroblasts and the other toward a phenotype that shares the characteristics of inflammatory fibroblast subsets in other inflammatory diseases as well as the IL-1-induced inflammatory cancer-associated fibroblasts (iCAFs) reported in various cancer types. Quantitation of inflammatory cytokines indicated dynamic waves of IL-1a, TGF-b1, TNF, IL-6, and IFN-g concentrations, along with dermal NF-kB activation preceding JAK/STAT signaling. We further demonstrated the divergent and overlapping roles of these cytokines in inducing inflammatory phenotypes in RDEB patients as well as RDEB mouse-derived fibroblasts together with their healthy controls. In summary, our data have suggested a potential role of inflammation, driven by the chronic release of inflammatory cytokines such as IL-1, in creating an immune-suppressed dermal microenvironment that underlies RDEB disease progression.	mouse	skin	cancer
475	475	Publication: https://doi.org/10.1016/j.cell.2020.12.016 Dataset Version: https://datasets.cellxgene.cziscience.com/94691346-2aad-4018-932c-834cbc1fa5a4.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/60358420-6055-411d-ba4f-e8ac80682a2e	60358420-6055-411d-ba4f-e8ac80682a2e	Spatiotemporal analysis of human intestinal development at single-cell resolution	10.1016/j.cell.2020.12.016	Fawkner-Corbett et al. (2021) Cell	774de9c6-9752-4e39-89a9-2a88c869d52a	94691346-2aad-4018-932c-834cbc1fa5a4	Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A3	774de9c6-9752-4e39-89a9-2a88c869d52a.h5ad	4992	https://doi.org/10.1016/j.cell.2020.12.016		human	intestine	healthy
478	478	Publication: https://doi.org/10.1016/j.cell.2020.12.016 Dataset Version: https://datasets.cellxgene.cziscience.com/bf557ab7-7b91-489a-91d8-02d6c7f88942.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/60358420-6055-411d-ba4f-e8ac80682a2e	60358420-6055-411d-ba4f-e8ac80682a2e	Spatiotemporal analysis of human intestinal development at single-cell resolution	10.1016/j.cell.2020.12.016	Fawkner-Corbett et al. (2021) Cell	abd889c6-f60a-4fbd-924e-ee1e9dcf909b	bf557ab7-7b91-489a-91d8-02d6c7f88942	Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A4	abd889c6-f60a-4fbd-924e-ee1e9dcf909b.h5ad	4992	https://doi.org/10.1016/j.cell.2020.12.016		human	intestine	healthy
482	482	Publication: https://doi.org/10.1101/2022.02.18.481097 Dataset Version: https://datasets.cellxgene.cziscience.com/3d11207a-5c2e-4794-aab6-eab92488553a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d5cad3f0-56b6-4fbe-8f2b-be92a8c7820f	d5cad3f0-56b6-4fbe-8f2b-be92a8c7820f	Developmental trajectories of thalamic nuclei revealed by single-cell transcriptome profiling and Shh perturbation	10.1101/2022.02.18.481097	Govek et al. (2022) bioRxiv	a14a995b-2f1d-40df-8f61-ab2754cac630	3d11207a-5c2e-4794-aab6-eab92488553a	e18.5 glutamatergic lineage	a14a995b-2f1d-40df-8f61-ab2754cac630.h5ad	5729	https://doi.org/10.1101/2022.02.18.481097	Abstract The thalamus is the principal information hub of the vertebrate brain, with essential roles in sensory and motor information processing, attention, and memory. The molecular mechanisms regulating the formation of thalamic nuclei are unclear. We apply longitudinal single-cell RNA-sequencing, regional abrogation of Sonic-hedgehog (Shh), and spatial profiling of gene expression to map the developmental trajectories of thalamic progenitors, intermediate progenitors, and post-mitotic neurons as they coalesce into distinct thalamic nuclei. These data reveal that the complex architecture of the thalamus is established early during embryonic brain development through the coordinated action of four cell differentiation lineages derived from Shh-dependent and independent progenitors. We systematically characterize the gene expression programs that define these lineages across time and demonstrate how their disruption upon Shh depletion causes pronounced locomotor impairment resembling infantile Parkinson's disease. These results reveal key principles of thalamic development and provide mechanistic insights into neurodevelopmental disorders resulting from thalamic dysfunction.	human	brain	neurodegenerative
494	494	Publication: https://doi.org/10.1002/path.5751 Dataset Version: https://datasets.cellxgene.cziscience.com/891afa6c-0b3d-44a1-9448-31cdea6bddca.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4b54248f-2165-477c-a027-dd55082e8818	4b54248f-2165-477c-a027-dd55082e8818	Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions	10.1002/path.5751	Joseph et al. (2021) J. Pathol.	43770b51-4b0e-4180-a83b-e77664c60736	891afa6c-0b3d-44a1-9448-31cdea6bddca	Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - Mouse Fibromuscular Stromal Cells	43770b51-4b0e-4180-a83b-e77664c60736.h5ad	5617	https://doi.org/10.1002/path.5751	Abstract Stromal-epithelial interactions are critical to the morphogenesis, differentiation, and homeostasis of the prostate, but the molecular identity and anatomy of discrete stromal cell types is poorly understood. Using single-cell RNA sequencing, we identified and validated the in situ localization of three smooth muscle subtypes (prostate smooth muscle, pericytes, and vascular smooth muscle) and two novel fibroblast subtypes in human prostate. Peri-epithelial fibroblasts (APOD+) wrap around epithelial structures, whereas interstitial fibroblasts (C7+) are interspersed in extracellular matrix. In contrast, the mouse displayed three fibroblast subtypes with distinct proximal-distal and lobe-specific distribution patterns. Statistical analysis of mouse and human fibroblasts showed transcriptional correlation between mouse prostate (C3+) and urethral (Lgr5+) fibroblasts and the human interstitial fibroblast subtype. Both urethral fibroblasts (Lgr5+) and ductal fibroblasts (Wnt2+) in the mouse contribute to a proximal Wnt/Tgfb signaling niche that is absent in human prostate. Instead, human peri-epithelial fibroblasts express secreted WNT inhibitors SFRPs and DKK1, which could serve as a buffer against stromal WNT ligands by creating a localized signaling niche around individual prostate glands. We also identified proximal-distal fibroblast density differences in human prostate that could amplify stromal signaling around proximal prostate ducts. In human benign prostatic hyperplasia, fibroblast subtypes upregulate critical immunoregulatory pathways and show distinct distributions in stromal and glandular phenotypes. A detailed taxonomy of leukocytes in benign prostatic hyperplasia reveals an influx of myeloid dendritic cells, T cells and B cells, resembling a mucosal inflammatory disorder. A receptor-ligand interaction analysis of all cell types revealed a central role for fibroblasts in growth factor, morphogen, and chemokine signaling to endothelia, epithelia, and leukocytes. These data are foundational to the development of new therapeutic targets in benign prostatic hyperplasia. (c) 2021 The Pathological Society of Great Britain and Ireland. Published by John Wiley &amp; Sons, Ltd.	mouse	muscle	healthy
497	497	Publication: https://doi.org/10.1016/j.celrep.2019.12.082 Dataset Version: https://datasets.cellxgene.cziscience.com/e302e968-c0b2-4d56-aa1d-049e3ead1188.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/939769a8-d8d2-4d01-abfc-55699893fd49	939769a8-d8d2-4d01-abfc-55699893fd49	Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration	10.1016/j.celrep.2019.12.082	Orozco et al. (2020) Cell Reports	ab5b2256-b209-48b5-a801-c5d9a8c0de56	e302e968-c0b2-4d56-aa1d-049e3ead1188	Non-neuronal cells of human eye	ab5b2256-b209-48b5-a801-c5d9a8c0de56.h5ad	8193	https://doi.org/10.1016/j.celrep.2019.12.082		human	brain	healthy
504	504	Publication: https://doi.org/10.1038/s41593-022-01183-6 Dataset Version: https://datasets.cellxgene.cziscience.com/dcfe419f-237c-4c48-8e86-34e7f141e819.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0faa1af6-e504-4b88-a47b-69347e1bace5	0faa1af6-e504-4b88-a47b-69347e1bace5	Single-cell transcriptomics characterization of oligodendrocytes and microglia in white matter aging	10.1038/s41593-022-01183-6	Kaya et al. (2022) Nat Neurosci	6347cc90-f284-41d8-a131-db4a37bd796f	dcfe419f-237c-4c48-8e86-34e7f141e819	Single-cell of aged oligodendrocytes	6347cc90-f284-41d8-a131-db4a37bd796f.h5ad	6051	https://doi.org/10.1038/s41593-022-01183-6	Abstract A hallmark of nervous system aging is a decline of white matter volume and function, but the underlying mechanisms leading to white matter pathology are unknown. In the present study, we found age-related alterations of oligodendrocyte cell state with a reduction in total oligodendrocyte density in aging murine white matter. Using single-cell RNA-sequencing, we identified interferon (IFN)-responsive oligodendrocytes, which localize in proximity to CD8+ T cells in aging white matter. Absence of functional lymphocytes decreased the number of IFN-responsive oligodendrocytes and rescued oligodendrocyte loss, whereas T-cell checkpoint inhibition worsened the aging response. In addition, we identified a subpopulation of lymphocyte-dependent, IFN-responsive microglia in the vicinity of the CD8+ T cells in aging white matter. In summary, we provide evidence that CD8+ T-cell-induced, IFN-responsive oligodendrocytes and microglia are important modifiers of white matter aging.	mouse	brain	healthy
505	505	Publication: https://doi.org/10.1016/j.cell.2020.12.016 Dataset Version: https://datasets.cellxgene.cziscience.com/0bd87ac7-1766-430b-8d9e-f3dfd880eaaf.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/60358420-6055-411d-ba4f-e8ac80682a2e	60358420-6055-411d-ba4f-e8ac80682a2e	Spatiotemporal analysis of human intestinal development at single-cell resolution	10.1016/j.cell.2020.12.016	Fawkner-Corbett et al. (2021) Cell	4506d9e3-4543-4464-aeae-b0b04eee1cea	0bd87ac7-1766-430b-8d9e-f3dfd880eaaf	Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A1	4506d9e3-4543-4464-aeae-b0b04eee1cea.h5ad	4992	https://doi.org/10.1016/j.cell.2020.12.016		human	intestine	healthy
512	512	Publication: https://doi.org/10.1371/journal.pbio.3000704 Dataset Version: https://datasets.cellxgene.cziscience.com/f422b23f-b1bd-414b-b22a-579aad7d1c4d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/ce5b6795-dace-408b-b26b-2ab752c3e20d	ce5b6795-dace-408b-b26b-2ab752c3e20d	Single-cell mapping of lymphatic endothelial cells in lymph nodes	10.1371/journal.pbio.3000704	Fujimoto et al. (2020) PLoS Biol	653c66ca-527b-4cb2-a023-a63764c1289a	f422b23f-b1bd-414b-b22a-579aad7d1c4d	Lymphatic endothelial cells isolated from healthy, inguinal lymph nodes	653c66ca-527b-4cb2-a023-a63764c1289a.h5ad	893	https://doi.org/10.1371/journal.pbio.3000704		human	lymph_node	healthy
514	514	Publication: https://doi.org/10.3389/fdmed.2021.806294 Dataset Version: https://datasets.cellxgene.cziscience.com/7bfc70f2-2390-4f2a-82a2-de71205e435f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/bd3f7d45-43a0-4944-8327-62d6c89e2ae1	bd3f7d45-43a0-4944-8327-62d6c89e2ae1	Single-Cell Transcriptomic Profiling of Human Dental Pulp in Sound and Carious Teeth: A Pilot Study	10.3389/fdmed.2021.806294	Opasawatchai et al. (2022) Front. Dent. Med	bdd109f1-ca27-45dc-bb9f-473008449428	7bfc70f2-2390-4f2a-82a2-de71205e435f	scRNA-seq data of human dental pulp	bdd109f1-ca27-45dc-bb9f-473008449428.h5ad	6560	https://doi.org/10.3389/fdmed.2021.806294	A comprehensive understanding of dental pulp cellular compositions and their molecular responses to infection are crucial for the advancement of regenerative dentistry. Here, we presented a pilot study of single-cell transcriptomic profiles of 6,810 pulpal cells isolated from a sound human maxillary third molar and three carious teeth with enamel and deep dental caries. We observed altered immune cell compositions of the dental pulp in deep, but not enamel ones. Differential expression analysis revealed up-regulation of several pro-inflammatory, anti-inflammatory, and mineralization-related genes in the immune and stromal cells of the deep dental caries. Making use of an algorithm for predicting cell-to-cell interactions from single-cell transcriptomic profiles, we showed an increase in cell-cell interactions between B cells, plasma cells and macrophages, and other cell types in deep dental caries, including those between TIMP1 (odontoblasts)--CD63 (myeloid cells), and CCL2 (macrophages)--ACKR1 (endothelial cells). Collectively, our work highlighted the single-cell level gene regulations and intercellular interactions in the dental pulps in health and disease.	human	oral	infectious_disease
516	516	Publication: https://doi.org/10.1038/s41467-020-19737-2 Dataset Version: https://datasets.cellxgene.cziscience.com/dfb2d1d9-d137-403a-99b5-729b7b25ccc3.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/fcb3d1c1-03d2-41ac-8229-458e072b7a1c	fcb3d1c1-03d2-41ac-8229-458e072b7a1c	Live Human Microglia Single-cell RNA-seq	10.1038/s41467-020-19737-2	Olah et al. (2020) Nat Commun	a1b9c51e-a408-4f7f-bccb-abefe20ae2a5	dfb2d1d9-d137-403a-99b5-729b7b25ccc3	Olah et al (2020) Single-cell Human Microglia	a1b9c51e-a408-4f7f-bccb-abefe20ae2a5.h5ad	16245	https://doi.org/10.1038/s41467-020-19737-2	Abstract The extent of microglial heterogeneity in humans remains a central yet poorly explored question in light of the development of therapies targeting this cell type. Here, we investigate the population structure of live microglia purified from human cerebral cortex samples obtained at autopsy and during neurosurgical procedures. Using single cell RNA sequencing, we find that some subsets are enriched for disease-related genes and RNA signatures. We confirm the presence of four of these microglial subpopulations histologically and illustrate the utility of our data by characterizing further microglial cluster 7, enriched for genes depleted in the cortex of individuals with Alzheimer's disease (AD). Histologically, these cluster 7 microglia are reduced in frequency in AD tissue, and we validate this observation in an independent set of single nucleus data. Thus, our live human microglia identify a range of subtypes, and we prioritize one of these as being altered in AD.	human	brain	neurodegenerative
517	517	Publication: https://doi.org/10.1016/j.cell.2020.12.016 Dataset Version: https://datasets.cellxgene.cziscience.com/7800ea19-eb17-4af9-bf6e-700a2fd99531.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/60358420-6055-411d-ba4f-e8ac80682a2e	60358420-6055-411d-ba4f-e8ac80682a2e	Spatiotemporal analysis of human intestinal development at single-cell resolution	10.1016/j.cell.2020.12.016	Fawkner-Corbett et al. (2021) Cell	2d66790a-6621-4a49-8f0d-4002db5cc98d	7800ea19-eb17-4af9-bf6e-700a2fd99531	Spatiotemporal analysis of human intestinal development at single-cell resolution: Fetal A8	2d66790a-6621-4a49-8f0d-4002db5cc98d.h5ad	4992	https://doi.org/10.1016/j.cell.2020.12.016		human	intestine	healthy
518	518	Publication: https://doi.org/10.1016/j.cell.2020.12.016 Dataset Version: https://datasets.cellxgene.cziscience.com/feac32f0-0c00-46ff-a18c-6e4883dc19e6.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/60358420-6055-411d-ba4f-e8ac80682a2e	60358420-6055-411d-ba4f-e8ac80682a2e	Spatiotemporal analysis of human intestinal development at single-cell resolution	10.1016/j.cell.2020.12.016	Fawkner-Corbett et al. (2021) Cell	9dfd2243-74d6-4924-86bd-c206ca9287b1	feac32f0-0c00-46ff-a18c-6e4883dc19e6	Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2	9dfd2243-74d6-4924-86bd-c206ca9287b1.h5ad	4992	https://doi.org/10.1016/j.cell.2020.12.016		human	intestine	healthy
519	519	Publication: https://doi.org/10.1038/s41593-022-01061-1 Dataset Version: https://datasets.cellxgene.cziscience.com/2d6a777f-8b44-4164-b141-fd9c1776346a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b0f0b447-ac37-45b0-b1bf-5c0b7d871120	b0f0b447-ac37-45b0-b1bf-5c0b7d871120	Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease	10.1038/s41593-022-01061-1	Kamath et al. (2022) Nat Neurosci	f5be4b96-f5a3-4c3d-84ac-6f69daf744d5	2d6a777f-8b44-4164-b141-fd9c1776346a	Human Endothelial cells 10x scRNA-seq	f5be4b96-f5a3-4c3d-84ac-6f69daf744d5.h5ad	14903	https://doi.org/10.1038/s41593-022-01061-1	Abstract The loss of dopamine (DA) neurons within the substantia nigra pars compacta (SNpc) is a defining pathological hallmark of Parkinson's disease (PD). Nevertheless, the molecular features associated with DA neuron vulnerability have not yet been fully identified. Here, we developed a protocol to enrich and transcriptionally profile DA neurons from patients with PD and matched controls, sampling a total of 387,483 nuclei, including 22,048 DA neuron profiles. We identified ten populations and spatially localized each within the SNpc using Slide-seq. A single subtype, marked by the expression of the geneAGTR1and spatially confined to the ventral tier of SNpc, was highly susceptible to loss in PD and showed the strongest upregulation of targets ofTP53andNR2F2, nominating molecular processes associated with degeneration. This same vulnerable population was specifically enriched for the heritable risk associated with PD, highlighting the importance of cell-intrinsic processes in determining the differential vulnerability of DA neurons to PD-associated degeneration.	human	brain	neurodegenerative
523	523	Publication: https://doi.org/10.1038/s42003-020-0922-4 Dataset Version: https://datasets.cellxgene.cziscience.com/bea5aacc-7625-4d7c-a3bd-88f9f9cdcec2.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c353707f-09a4-4f12-92a0-cb741e57e5f0	c353707f-09a4-4f12-92a0-cb741e57e5f0	Single-cell transcriptomes of the human skin reveal age-related loss of fibroblast priming	10.1038/s42003-020-0922-4	Solé-Boldo et al. (2020) Commun Biol	124744b8-4681-474a-9894-683896122708	bea5aacc-7625-4d7c-a3bd-88f9f9cdcec2	Single-cell transcriptomes of the human skin reveal age-related loss of fibroblast priming	124744b8-4681-474a-9894-683896122708.h5ad	15457	https://doi.org/10.1038/s42003-020-0922-4	Abstract Fibroblasts are an essential cell population for human skin architecture and function. While fibroblast heterogeneity is well established, this phenomenon has not been analyzed systematically yet. We have used single-cell RNA sequencing to analyze the transcriptomes of more than 5,000 fibroblasts from a sun-protected area in healthy human donors. Our results define four main subpopulations that can be spatially localized and show differential secretory, mesenchymal and pro-inflammatory functional annotations. Importantly, we found that this fibroblast 'priming' becomes reduced with age. We also show that aging causes a substantial reduction in the predicted interactions between dermal fibroblasts and other skin cells, including undifferentiated keratinocytes at the dermal-epidermal junction. Our work thus provides evidence for a functional specialization of human dermal fibroblasts and identifies the partial loss of cellular identity as an important age-related change in the human dermis. These findings have important implications for understanding human skin aging and its associated phenotypes.	human	skin	healthy
531	531	Publication: https://doi.org/10.1038/s41467-019-11036-9 Dataset Version: https://datasets.cellxgene.cziscience.com/2afef4bd-99af-41f4-b507-f80718b6a8ef.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2902f08c-f83c-470e-a541-e463e25e5058	2902f08c-f83c-470e-a541-e463e25e5058	Single-cell reconstruction of follicular remodeling in the human adult ovary	10.1038/s41467-019-11036-9	Fan et al. (2019) Nat Commun	1f1c5c14-5949-4c81-b28e-b272e271b672	2afef4bd-99af-41f4-b507-f80718b6a8ef	Single-cell reconstruction of follicular remodeling in the human adult ovary	1f1c5c14-5949-4c81-b28e-b272e271b672.h5ad	20676	https://doi.org/10.1038/s41467-019-11036-9	Abstract The ovary is perhaps the most dynamic organ in the human body, only rivaled by the uterus. The molecular mechanisms that regulate follicular growth and regression, ensuring ovarian tissue homeostasis, remain elusive. We have performed single-cell RNA-sequencing using human adult ovaries to provide a map of the molecular signature of growing and regressing follicular populations. We have identified different types of granulosa and theca cells and detected local production of components of the complement system by (atretic) theca cells and stromal cells. We also have detected a mixture of adaptive and innate immune cells, as well as several types of endothelial and smooth muscle cells to aid the remodeling process. Our results highlight the relevance of mapping whole adult organs at the single-cell level and reflect ongoing efforts to map the human body. The association between complement system and follicular remodeling may provide key insights in reproductive biology and (in)fertility.	human	uterus	healthy
